x,y
1998,438.716
1999,1701.07
2000,1412.83
2001,1127.29
2002,3593.79
2003,1682.05
2004,3569.13
2005,4739.33
2006,2063.58
2007,6662.62
2008,1966.77
2009,1916.19
2010,2480.92
2011,637.465
2012,1826.85
2013,1071.99
2014,854.081
2015,2435.75
2016,1090.13
2017,2813.46
2018,3264.61
2019,2068.48
2020,9414.65
2021,2315.32
2022,2912.36
2023,3430.69
2024,1107.74
2025,2411.96
2026,1084.57
2027,888.995
2028,1958.98
2029,616.721
2030,2154.11
2031,2114.87
2032,1706.23
2033,6617.27
2034,2218.69
2035,3962.79
2036,4567.34
2037,1678.03
2038,3744.25
2039,1399.45
2040,1282.44
2041,1951.06
2042,434.896
2043,1834.43
2044,1399.83
2045,1265.79
2046,3809.43
2047,1723.59
2048,4024.74
2049,4512.14
2050,2139.81
2051,6670.47
2052,1863.72
2053,1991.25
2054,2362.44
2055,617.393
2056,1909.98
2057,1021.24
2058,967.858
2059,2519.25
2060,1135.21
2061,3152.93
2062,3238.42
2063,2214.11
2064,9786.9
2065,2245.15
2066,3067.89
2067,3193.69
2068,1095.8
2069,2454.28
2070,1003.46
2071,977.084
2072,1971.12
2073,649.555
2074,2372.2
2075,2122.23
2076,1872.35
2077,7067.42
2078,2217.27
2079,4336.22
2080,4202.83
2081,1694.47
2082,3731.58
2083,1300.4
2084,1350.21
2085,1900.82
2086,442.263
2087,1973.32
2088,1388.69
2089,1419.11
2090,4006.83
2091,1772.07
2092,4552.74
2093,4286.14
2094,2224.85
2095,6566.35
2096,1769.43
2097,2072.01
2098,2246.86
2099,609.257
2100,1990.16
2101,975.891
2102,1096.49
2103,2594.88
2104,1193.06
2105,3539.29
2106,3201.74
2107,2372.78
2108,9892.12
2109,2179.34
2110,3221.9
2111,2975.11
2112,1089.68
2113,2485.03
2114,923.344
2115,1072.81
2116,1975.71
2117,692.825
2118,2606.37
2119,2128.55
2120,2056.17
2121,7416.8
2122,2223.1
2123,4735.72
2124,3881.28
2125,1720.79
2126,3695.83
2127,1207.74
2128,1425
2129,1845.28
2130,462.466
2131,2116.03
2132,1380.74
2133,1586.48
2134,4183.22
2135,1828.47
2136,5160.97
2137,4065.25
2138,2315.63
2139,6364.06
2140,1679.56
2141,2152.87
2142,2131.11
2143,610.863
2144,2067.97
2145,933.253
2146,1235.73
2147,2661.22
2148,1260.5
2149,3980.05
2150,3159.47
2151,2548.88
2152,9733.04
2153,2121.17
2154,3374.82
2155,2775.89
2156,1093.11
2157,2506.98
2158,848.556
2159,1179.25
2160,1976.58
2161,750.317
2162,2860.04
2163,2135.5
2164,2261.02
2165,7634.39
2166,2230.88
2167,5149.73
2168,3593.9
2169,1750.15
2170,3632.09
2171,1117.08
2172,1505.35
2173,1787.87
2174,494.703
2175,2260.83
2176,1373.91
2177,1768.58
2178,4326.66
2179,1890.73
2180,5856.47
2181,3854.71
2182,2414.08
2183,6090.07
2184,1596.2
2185,2234.47
2186,2015.65
2187,624.096
2188,2140.81
2189,896.345
2190,1387.67
2191,2718.53
2192,1339.6
2193,4481.17
2194,3111.76
2195,2742.74
2196,9348.94
2197,2069.22
2198,3521.15
2199,2591.09
2200,1104.05
2201,2517.62
2202,778.305
2203,1294.37
2204,1972.76
2205,821.254
2206,3132.71
2207,2143.75
2208,2490.89
2209,7708.97
2210,2246.95
2211,5572.31
2212,3340.87
2213,1789.27
2214,3551.71
2215,1034.03
2216,1593.32
2217,1730.28
2218,543.682
2219,2411.45
2220,1375.11
2221,1972.76
2222,4439.81
2223,1964.59
2224,6643.98
2225,3658.58
2226,2520.55
2227,5769.47
2228,1518.77
2229,2317.67
2230,1905.36
2231,649.784
2232,2212.43
2233,865.502
2234,1551.61
2235,2765.24
2236,1430.22
2237,5050.98
2238,3064.39
2239,2955.82
2240,8803.58
2241,2024.4
2242,3660.12
2243,2422.12
2244,1126.52
2245,2520.11
2246,716.327
2247,1419.52
2248,1965.72
2249,906.086
2250,3423.35
2251,2152.92
2252,2747.5
2253,7640.57
2254,2267.36
2255,5982.38
2256,3112.79
2257,1832.45
2258,3452.27
2259,953.639
2260,1682.91
2261,1667.57
2262,603.26
2263,2559.19
2264,1377.87
2265,2194.82
2266,4514.84
2267,2046.56
2268,7509.94
2269,3474.21
2270,2632.08
2271,5424.05
2272,1446.71
2273,2397.1
2274,1793.24
2275,685.652
2276,2275.89
2277,840.131
2278,1727.96
2279,2802.24
2280,1532.97
2281,5687.86
2282,3013.78
2283,3187.76
2284,8167.62
2285,1983.59
2286,3782.28
2287,2260.31
2288,1154.26
2289,2508.84
2290,658.918
2291,1550.21
2292,1952.69
2293,1002.29
2294,3728.27
2295,2162.46
2296,3034.7
2297,7447.62
2298,2292.91
2299,6360.35
2300,2907
2301,1881.82
2302,3340.55
2303,880.707
2304,1778.07
2305,1605.75
2306,679.814
2307,2708.88
2308,1389.46
2309,2443.34
2310,4554.33
2311,2137.67
2312,8431.11
2313,3305.59
2314,2753.69
2315,5076.59
2316,1381.87
2317,2477.31
2318,1684.97
2319,737.144
2320,2333.92
2321,826.914
2322,1920.04
2323,2829.93
2324,1648.61
2325,6389.86
2326,2965.2
2327,3443.74
2328,7506.65
2329,1952.71
2330,3890.69
2331,2111.3
2332,1194.98
2333,2491.57
2334,613.97
2335,1691.71
2336,1939.21
2337,1116.34
2338,4048.24
2339,2177.04
2340,3362.05
2341,7162.06
2342,2328.18
2343,6686.13
2344,2721.47
2345,1937.87
2346,3219.87
2347,815.48
2348,1876.36
2349,1542.95
2350,770.118
2351,2854.83
2352,1407.05
2353,2719.89
2354,4559.84
2355,2240.46
2356,9358.39
2357,3149.62
2358,2880.45
2359,4736.47
2360,1324.04
2361,2552.81
2362,1577.46
2363,800.262
2364,2384.87
2365,822.124
2366,2127.5
2367,2849.63
2368,1778.53
2369,7142.48
2370,2918.18
2371,3722.01
2372,6860.89
2373,1927.14
2374,3976.12
2375,1966.73
2376,1241.28
2377,2463.09
2378,577.885
2379,1841.78
2380,1925.51
2381,1242.29
2382,4377.17
2383,2195.41
2384,3732.81
2385,6813.26
2386,2366.96
2387,6933.33
2388,2551.54
2389,2000.33
2390,3094.04
2391,760.627
2392,1978.82
2393,1482.01
2394,876.381
2395,2997.41
2396,1433.91
2397,3031.76
2398,4536.06
2399,2356.14
2400,10222.7
2401,3007.44
2402,3014.14
2403,4413.96
2404,1275.1
2405,2624.5
2406,1472.11
2407,875.219
2408,2429.22
2409,828.889
2410,2352.89
2411,2862.34
2412,1922.53
2413,7916.49
2414,2872.19
2415,4022.04
2416,6256.33
2417,1907.21
2418,4037.19
2419,1829.52
2420,1299.17
2421,2427.13
2422,554.718
2423,1999.74
2424,1909.4
2425,1383.07
2426,4707.46
2427,2220.29
2428,4158.71
2429,6433.93
2430,2416.81
2431,7088.72
2432,2396.88
2433,2068.9
2434,2963.45
2435,715.401
2436,2083.72
2437,1422.29
2438,996.426
2439,3131.46
2440,1467.66
2441,3382.04
2442,4484.29
2443,2482.23
2444,10935.2
2445,2874.89
2446,3150.32
2447,4109.8
2448,1232.62
2449,2688.62
2450,1368.75
2451,965.216
2452,2464.89
2453,846.894
2454,2597.29
2455,2868.44
2456,2084.41
2457,8673.29
2458,2832.55
2459,4349.28
2460,5709.72
2461,1897.81
2462,4073.82
2463,1697.5
2464,1364.84
2465,2383.59
2466,543.426
2467,2165.22
2468,1893.39
2469,1538.78
2470,5028.17
2471,2249.13
2472,4644.17
2473,6043.5
2474,2472.17
2475,7137.42
2476,2252.12
2477,2142.53
2478,2833.24
2479,681.721
2480,2187.22
2481,1364.28
2482,1131.35
2483,3257.7
2484,1512.29
2485,3781.72
2486,4412.91
2487,2622.8
2488,11416
2489,2754.43
2490,3290.91
2491,3828.51
2492,1200.39
2493,2746.38
2494,1268.5
2495,1066.56
2496,2493.57
2497,878.214
2498,2863.14
2499,2867.68
2500,2262.73
2501,9354.78
2502,2798.07
2503,4695.2
2504,5220.74
2505,1893.19
2506,4084.14
2507,1571.53
2508,1440.45
2509,2335.08
2510,547.071
2511,2339.71
2512,1879.66
2513,1711.52
2514,5330.63
2515,2285.74
2516,5201.73
2517,5661.44
2518,2534.61
2519,7079.93
2520,2117.03
2521,2218.57
2522,2699.06
2523,660.558
2524,2292.27
2525,1308.67
2526,1277.99
2527,3372.9
2528,1568.41
2529,4239.77
2530,4327.03
2531,2778.72
2532,11606.8
2533,2645.3
2534,3433.79
2535,3567.62
2536,1177.42
2537,2795.33
2538,1171.36
2539,1177.97
2540,2512.56
2541,921.189
2542,3151.82
2543,2865.43
2544,2459.9
2545,9897.85
2546,2767.38
2547,5062.31
2548,4789.91
2549,1899.81
2550,4070.13
2551,1451.15
2552,1523.2
2553,2281.03
2554,565.543
2555,2520.1
2556,1865.92
2557,1899.15
2558,5599.56
2559,2327.51
2560,5837.37
2561,5298.02
2562,2606.7
2563,6929.94
2564,1990.96
2565,2301.26
2566,2568.94
2567,654.459
2568,2396.94
2569,1258.17
2570,1441
2571,3474.23
2572,1633.75
2573,4763.02
2574,4228.15
2575,2947.6
2576,11489.4
2577,2543.64
2578,3574.4
2579,3327.86
2580,1166.31
2581,2836.04
2582,1079.85
2583,1302.59
2584,2527.87
2585,982.007
2586,3467.61
2587,2859.56
2588,2679.08
2589,10251.2
2590,2742.48
2591,5440.09
2592,4407.4
2593,1912.34
2594,4029.37
2595,1335.03
2596,1616.5
2597,2222.3
2598,598.182
2599,2708.68
2600,1857.37
2601,2106.69
2602,5826.77
2603,2378.5
2604,6560.61
2605,4959.54
2606,2685.96
2607,6700.22
2608,1873.02
2609,2385.81
2610,2437.76
2611,660.953
2612,2500.29
2613,1214.82
2614,1616.04
2615,3561.97
2616,1712.16
2617,5365.5
2618,4123.75
2619,3133.65
2620,11098.9
2621,2452.27
2622,3712.64
2623,3104.75
2624,1165.41
2625,2864.41
2626,992.092
2627,1440.49
2628,2533.24
2629,1054.06
2630,3811.84
2631,2853.55
2632,2924.09
2633,10382.8
2634,2725.06
2635,5822.24
2636,4069.97
2637,1934.22
2638,3966.06
2639,1224.49
2640,1714.78
2641,2159.17
2642,645.707
2643,2901.81
2644,1851.75
2645,2336.09
2646,6002.67
2647,2439.42
2648,7372.84
2649,4649.19
2650,2774.09
2651,6412.1
2652,1763.35
2653,2472.81
2654,2305.97
2655,680.937
2656,2597.43
2657,1176.11
2658,1806.92
2659,3635.93
2660,1804.37
2661,6057.22
2662,4017.35
2663,3337.22
2664,10501.4
2665,2368.21
2666,3843.26
2667,2894.55
2668,1174.09
2669,2883.79
2670,914.45
2671,1586.52
2672,2535.33
2673,1144.91
2674,4186.76
2675,2848.18
2676,3196.48
2677,10288.9
2678,2713.19
2679,6193.11
2680,3767.69
2681,1962.32
2682,3883.48
2683,1120.13
2684,1820.67
2685,2095.97
2686,713.444
2687,3101.42
2688,1852.77
2689,2588.08
2690,6118.01
2691,2507.66
2692,8262.39
2693,4363.6
2694,2867.93
2695,6088.62
2696,1660.7
2697,2560.9
2698,2179.59
2699,718.041
2700,2691.39
2701,1147.1
2702,2012.47
2703,3692.35
2704,1907.76
2705,6842.03
2706,3908.56
2707,3557.68
2708,9776.04
2709,2296.16
2710,3967.03
2711,2699.17
2712,1197.88
2713,2891.94
2714,844.344
2715,1743.56
2716,2530.33
2717,1249.14
2718,4588.54
2719,2842.45
2720,3502.85
2721,9994.07
2722,2709.94
2723,6542.71
2724,3498.21
2725,1999.67
2726,3784.32
2727,1024.18
2728,1932.69
2729,2029.39
2730,796.078
2731,3302.63
2732,1857.73
2733,2868.32
2734,6174.72
2735,2587.3
2736,9209.21
2737,4104.69
2738,2970.09
2739,5746.19
2740,1566.59
2741,2649.32
2742,2053.03
2743,769.843
2744,2780.17
2745,1125.8
2746,2236.02
2747,3734.65
2748,2026.33
2749,7723.85
2750,3802.91
2751,3797.3
2752,8998.84
2753,2230.64
2754,4076.07
2755,2516.61
2756,1230.08
2757,2890.11
2758,786.003
2759,1912.39
2760,2521.98
2761,1370.29
2762,5018.47
2763,2839.37
2764,3844.25
2765,9545.34
2766,2712.78
2767,6847.16
2768,3255.51
2769,2046.28
2770,3673.01
2771,938.766
2772,2051.62
2773,1963.06
2774,894.679
2775,3502.03
2776,1868.91
2777,3180.14
2778,6169.2
2779,2678.65
2780,10170.2
2781,3870.39
2782,3080.19
2783,5401.07
2784,1480.46
2785,2735.86
2786,1926.49
2787,837.647
2788,2861.79
2789,1116.04
2790,2479.62
2791,3763.5
2792,2160.92
2793,8691.19
2794,3699.62
2795,4056.06
2796,8224.45
2797,2172.97
2798,4171.21
2799,2340.34
2800,1277.51
2801,2879.29
2802,740.782
2803,2091.46
2804,2509.72
2805,1506.02
2806,5468.27
2807,2837.76
2808,4230.37
2809,8999.83
2810,2726.03
2811,7095.45
2812,3035.56
2813,2100.98
2814,3551.66
2815,862.21
2816,2173.39
2817,1894.99
2818,1012.85
2819,3702.42
2820,1890.81
2821,3532.75
2822,6111.17
2823,2780.4
2824,11078.1
2825,3655.13
2826,3194.26
2827,5060.98
2828,1405
2829,2821.85
2830,1806.05
2831,922.144
2832,2936.24
2833,1117.25
2834,2742.19
2835,3776.77
2836,2309.14
2837,9713.44
2838,3604.23
2839,4333.8
2840,7495.25
2841,2125.48
2842,4247.48
2843,2172.03
2844,1334.76
2845,2856.45
2846,706.771
2847,2282.23
2848,2495.91
2849,1659.84
2850,5934.97
2851,2841.82
2852,4666.2
2853,8405.28
2854,2745.66
2855,7266.6
2856,2832.12
2857,2162.79
2858,3420.46
2859,801.575
2860,2300.89
2861,1828.92
2862,1146.57
2863,3895.7
2864,1919.6
2865,3928.98
2866,6010.19
2867,2894.56
2868,11856.8
2869,3460.06
2870,3314.73
2871,4735.25
2872,1339.06
2873,2903.3
2874,1686.3
2875,1022.36
2876,3001.1
2877,1132.2
2878,3029.85
2879,3779.19
2880,2475.44
2881,10741.3
2882,3513.47
2883,4629.93
2884,6825.26
2885,2087.69
2886,4302.74
2887,2011.59
2888,1404.77
2889,2825.59
2890,688.395
2891,2483.46
2892,2479.62
2893,1830.87
2894,6400.63
2895,2850.9
2896,5161.05
2897,7804.38
2898,2774.85
2899,7353.3
2900,2644.53
2901,2230.71
2902,3286.95
2903,750.753
2904,2432.28
2905,1766.07
2906,1297.76
2907,4081.15
2908,1959.21
2909,4378.88
2910,5869.69
2911,3021.11
2912,12416.9
2913,3282.89
2914,3440.51
2915,4427.57
2916,1285.3
2917,2979.6
2918,1568.21
2919,1135.35
2920,3055.99
2921,1160.34
2922,3345.84
2923,3772.48
2924,2661.18
2925,11700
2926,3429.85
2927,4940.91
2928,6224.59
2929,2059.93
2930,4337.04
2931,1858.37
2932,1487.24
2933,2786.69
2934,685.028
2935,2693.8
2936,2461.77
2937,2017.41
2938,6852.13
2939,2867.76
2940,5722.62
2941,7223.9
2942,2812.07
2943,7348.2
2944,2467.8
2945,2305.75
2946,3147.79
2947,718.382
2948,2567.48
2949,1705.44
2950,1463.82
2951,4251.96
2952,2007.17
2953,4896.25
2954,5706.34
2955,3163.13
2956,12699.4
2957,3120.3
2958,3569.14
2959,4136
2960,1241.25
2961,3049.8
2962,1457.44
2963,1266.35
2964,3103.82
2965,1202.87
2966,3691.27
2967,3755.19
2968,2864.7
2969,12499.5
2970,3352.84
2971,5269.11
2972,5691.55
2973,2041.26
2974,4345.99
2975,1708.84
2976,1578.43
2977,2740.07
2978,699.302
2979,2918.79
2980,2447.77
2981,2224.7
2982,7266.91
2983,2889.32
2984,6354.71
2985,6680.7
2986,2859.32
2987,7259.18
2988,2305.68
2989,2386.75
2990,3006.77
2991,699.635
2992,2701.73
2993,1650.81
2994,1648.23
2995,4408.68
2996,2068.6
2997,5490.58
2998,5524.45
2999,3317
3000,12669.6
3001,2972.78
3002,3696.79
3003,3865.84
3004,1211.09
3005,3112.19
3006,1350.32
3007,1409.45
3008,3140.27
3009,1262.62
3010,4073.6
3011,3732.71
3012,3091.34
3013,13053
3014,3284.01
3015,5604.15
3016,5220.31
3017,2034.29
3018,4332.97
3019,1566.47
3020,1681.17
3021,2687.36
3022,730.362
3023,3152.87
3024,2434.08
3025,2452.15
3026,7626.18
3027,2919.68
3028,7065.53
3029,6182.34
3030,2914.62
3031,7090.73
3032,2152.04
3033,2474
3034,2865.96
3035,698.524
3036,2837.1
3037,1600.72
3038,1845.57
3039,4547.87
3040,2141.36
3041,6177.86
3042,5334.44
3043,3486.45
3044,12346.4
3045,2835.03
3046,3827.22
3047,3609.12
3048,1195.5
3049,3166.85
3050,1250.8
3051,1567.24
3052,3165.61
3053,1337.49
3054,4491.87
3055,3706.3
3056,3343.64
3057,13298.7
3058,3224.48
3059,5939.71
3060,4801.86
3061,2034.77
3062,4297.22
3063,1431.91
3064,1794.89
3065,2630.48
3066,779.697
3067,3396.34
3068,2421.49
3069,2702.26
3070,7910.2
3071,2959.6
3072,7855.22
3073,5730.86
3074,2976.97
3075,6860.43
3076,2007.08
3077,2567.08
3078,2726.15
3079,715.368
3080,2969.95
3081,1555.21
3082,2061.99
3083,4662.58
3084,2229.18
3085,6972.08
3086,5141.28
3087,3670.34
3088,11781.3
3089,2711.17
3090,3952.09
3091,3371.04
3092,1195.08
3093,3211.19
3094,1158.42
3095,1735.92
3096,3184.16
3097,1427.71
3098,4956.18
3099,3678.06
3100,3621.93
3101,13213.8
3102,3171.27
3103,6270.7
3104,4429.84
3105,2049.1
3106,4240.3
3107,1305.23
3108,1915.73
3109,2567.26
3110,847.545
3111,3651.01
3112,2416.56
3113,2980.14
3114,8100.89
3115,3006.52
3116,8712.98
3117,5324.29
3118,3051.09
3119,6583.95
3120,1872.83
3121,2661.66
3122,2584.7
3123,748.594
3124,3102.27
3125,1521.65
3126,2297.84
3127,4754.44
3128,2328.56
3129,7882.05
3130,4950.49
3131,3870.84
3132,11055.6
3133,2599.85
3134,4071.82
3135,3144.23
3136,1207
3137,3246.05
3138,1077.23
3139,1919.28
3140,3193.16
3141,1534.98
3142,5463.38
3143,3646.91
3144,3934.42
3145,12830.8
3146,3129.12
3147,6581.98
3148,4096.7
3149,2071.54
3150,4165.38
3151,1186.16
3152,2048.18
3153,2501.97
3154,934.734
3155,3912.63
3156,2414.51
3157,3286.67
3158,8194.25
3159,3064.56
3160,9621.82
3161,4959.24
3162,3131.72
3163,6276.61
3164,1747.43
3165,2760.54
3166,2445.4
3167,800.842
3168,3228.98
3169,1495.39
3170,2549.8
3171,4823.73
3172,2443.58
3173,8917.31
3174,4764.84
3175,4086.4
3176,10244.1
3177,2498.09
3178,4184.7
3179,2930.15
3180,1234.81
3181,3269.33
3182,1006.22
3183,2115.79
3184,3195.32
3185,1660.51
3186,6017.34
3187,3617.02
3188,4280.41
3189,12212.7
3190,3094.96
3191,6863.39
3192,3797.2
3193,2105.43
3194,4072.92
3195,1078.31
3196,2186.26
3197,2435.74
3198,1042.36
3199,4181.02
3200,2419.42
3201,3628.34
3202,8185.18
3203,3133.98
3204,10546
3205,4632.28
3206,3221.16
3207,5951.52
3208,1631.69
3209,2861.03
3210,2308.78
3211,872.777
3212,3350.67
3213,1478.87
3214,2825.75
3215,4867.36
3216,2575.12
3217,10072.1
3218,4587.94
3219,4317.36
3220,9411.32
3221,2405.8
3222,4288.02
3223,2727.19
3224,1278.43
3225,3281.64
3226,946.98
3227,2326.01
3228,3192.08
3229,1804.62
3230,6614.84
3231,3587.63
3232,4665.04
3233,11443.9
3234,3072.32
3235,7101.67
3236,3524.94
3237,2149.52
3238,3964.42
3239,983.082
3240,2334.45
3241,2369.62
3242,1168.51
3243,4451.63
3244,2429.44
3245,4010.4
3246,8087.66
3247,3215.72
3248,11430.1
3249,4336.31
3250,3315.81
3251,5621.02
3252,1529.11
3253,2963.46
3254,2174.43
3255,961.398
3256,3462.74
3257,1475.36
3258,3128.2
3259,4890.24
3260,2722.63
3261,11317.6
3262,4418.47
3263,4564.19
3264,8607.67
3265,2326.68
3266,4378.1
3267,2530.66
3268,1335.17
3269,3282
3270,905.868
3271,2549.67
3272,3181.7
3273,1964.41
3274,7246.09
3275,3563.92
3276,5099.3
3277,10601.9
3278,3057.18
3279,7281.18
3280,3274.62
3281,2203.41
3282,3847.57
3283,903.678
3284,2487.17
3285,2301.38
3286,1315.12
3287,4721.76
3288,2451.21
3289,4442.44
3290,7910.55
3291,3306.9
3292,12208.4
3293,4071.4
3294,3420.23
3295,5293.86
3296,1436.26
3297,3062.76
3298,2042.25
3299,1070.4
3300,3567.84
3301,1484.09
3302,3456.95
3303,4890.15
3304,2888.05
3305,12606
3306,4260.3
3307,4825.17
3308,7855.77
3309,2258.82
3310,4450.63
3311,2344.58
3312,1407.42
3313,3271.81
3314,878.313
3315,2787.93
3316,3167.67
3317,2143.84
3318,7898.85
3319,3543.24
3320,5582.96
3321,9752.9
3322,3054.5
3323,7395.28
3324,3043.17
3325,2266.88
3326,3721.07
3327,838.003
3328,2646.91
3329,2235.46
3330,1479.56
3331,4985.42
3332,2479.1
3333,4934.68
3334,7674.35
3335,3411.33
3336,12805.2
3337,3829.74
3338,3529.07
3339,4976.7
3340,1357.37
3341,3160.76
3342,1913.66
3343,1199.27
3344,3661.55
3345,1507.92
3346,3819.58
3347,4872.1
3348,3070.97
3349,13845.8
3350,4113.99
3351,5100
3352,7171.77
3353,2202.14
3354,4507.5
3355,2162.99
3356,1495.12
3357,3252.29
3358,868.883
3359,3038.43
3360,3151.29
3361,2343.53
3362,8551.62
3363,3529.09
3364,6123.86
3365,8939.05
3366,3059.58
3367,7437.91
3368,2828.46
3369,2340.47
3370,3585.61
3371,789.071
3372,2812.65
3373,2172.97
3374,1663.36
3375,5236.3
3376,2518.83
3377,5497.17
3378,7397.15
3379,3529.48
3380,13156.9
3381,3608.29
3382,3641.59
3383,4672.92
3384,1293.59
3385,3255.45
3386,1789.54
3387,1342.3
3388,3745.4
3389,1547.81
3390,4221.2
3391,4838.14
3392,3273.38
3393,14924.7
3394,3979.97
3395,5386.14
3396,6556.61
3397,2155.13
3398,4542.61
3399,1990.8
3400,1597.72
3401,3223.52
3402,875.503
3403,3305.54
3404,3134.11
3405,2564.89
3406,9172.73
3407,3519.84
3408,6726.25
3409,8183.15
3410,3077.5
3411,7406.49
3412,2626.52
3413,2420.58
3414,3446.94
3415,761.094
3416,2982.88
3417,2114.24
3418,1863.01
3419,5472.19
3420,2571.5
3421,6145.93
3422,7093.78
3423,3658.37
3424,13229.2
3425,3407.98
3426,3760.53
3427,4382.19
3428,1242.67
3429,3343.82
3430,1670.35
3431,1505.87
3432,3816.16
3433,1601.35
3434,4664.8
3435,4790.94
3436,3501.01
3437,15724.2
3438,3855
3439,5676.61
3440,6009.02
3441,2124.4
3442,4559.38
3443,1823.19
3444,1711.35
3445,3185.27
3446,905.083
3447,3590.1
3448,3114.71
3449,2806.24
3450,9730.7
3451,3520.97
3452,7395.29
3453,7497.54
3454,3103.28
3455,7304.87
3456,2437.75
3457,2510.23
3458,3303.59
3459,749.795
3460,3154.81
3461,2059.86
3462,2083.24
3463,5683.43
3464,2634.15
3465,6893.13
3466,6780.32
3467,3802.3
3468,13017.8
3469,3223.01
3470,3879.38
3471,4106.84
3472,1209.82
3473,3425.9
3474,1558.1
3475,1683.39
3476,3875.88
3477,1674.41
3478,5159.81
3479,4733.88
3480,3750.23
3481,16141.8
3482,3744.71
3483,5969.61
3484,5520.54
3485,2103.92
3486,4554.03
3487,1665.38
3488,1838.65
3489,3139.74
3490,952.602
3491,3887.82
3492,3097.83
3493,3073.18
3494,10185.8
3495,3528.83
3496,8127.46
3497,6884.85
3498,3140.18
3499,7140.53
3500,2259.21
3501,2608.45
3502,3159.07
3503,759.202
3504,3328.7
3505,2011.74
3506,2321.92
3507,5866.84
3508,2710.78
3509,7757.83
3510,6465.5
3511,3961.7
3512,12560.1
3513,3054.16
3514,3999.35
3515,3843.63
3516,1194.39
3517,3500.98
3518,1455.11
3519,1877.45
3520,3919.69
3521,1762.48
3522,5713.2
3523,4670.78
3524,4026.71
3525,16128.8
3526,3642.21
3527,6258.73
3528,5085.31
3529,2097.09
3530,4527.75
3531,1514.29
3532,1978.98
3533,3088.75
3534,1021.14
3535,4204.2
3536,3082.96
3537,3368.79
3538,10508.5
3539,3544.32
3540,8915.92
3541,6340.5
3542,3188.05
3543,6925.38
3544,2089.83
3545,2711.5
3546,3014.37
3547,789.988
3548,3503.35
3549,1971.09
3550,2581.68
3551,6017.86
3552,2802.26
3553,8754.01
3554,6156.64
3555,4132.46
3556,11916.5
3557,2900.34
3558,4116.86
3559,3592.42
3560,1195.69
3561,3567.75
3562,1362.9
3563,2086.51
3564,3953.27
3565,1870.63
3566,6331.22
3567,4602.42
3568,4330.37
3569,15707.9
3570,3554.37
3571,6536.04
3572,4695.15
3573,2100.98
3574,4481.74
3575,1375.53
3576,2131.24
3577,3032.38
3578,1109.76
3579,4534.81
3580,3073.2
3581,3695.08
3582,10674.7
3583,3572.21
3584,9746.29
3585,5858.35
3586,3245.07
3587,6668.16
3588,1933.53
3589,2822.63
3590,2869.04
3591,840.094
3592,3674.29
3593,1938.88
3594,2865.31
3595,6130.99
3596,2906.14
3597,9894.34
3598,5863.4
3599,4319.34
3600,11154.8
3601,2757.47
3602,4231.8
3603,3355.97
3604,1216.18
3605,3621.9
3606,1280.36
3607,2310.95
3608,3976.46
3609,1997.26
3610,7015.32
3611,4533.7
3612,4669.77
3613,14956.2
3614,3475.76
3615,6789.24
3616,4341.59
3617,2121.86
3618,4418.5
3619,1246.11
3620,2292.52
3621,2971.95
3622,1222.94
3623,4878.63
3624,3065.84
3625,4059.66
3626,10683.9
3627,3611.43
3628,10586.2
3629,5427.53
3630,3312.49
3631,6385.9
3632,1787.1
3633,2935.91
3634,2725.01
3635,914.416
3636,3844.05
3637,1916.8
3638,3171.38
3639,6208.23
3640,3029.33
3641,11176.3
3642,5584.19
3643,4518.61
3644,10341.4
3645,2629.46
3646,4339.92
3647,3127.31
3648,1254.69
3649,3666.59
3650,1212
3651,2550.68
3652,3986.92
3653,2140.77
3654,7770.57
3655,4464.29
3656,5043.2
3657,13981.2
3658,3411.07
3659,7011.95
3660,4019.85
3661,2153.8
3662,4337.27
3663,1131.32
3664,2464.42
3665,2908.58
3666,1355.72
3667,5235.7
3668,3065.4
3669,4466.36
3670,10540.1
3671,3658.72
3672,11397.2
3673,5043.82
3674,3388.22
3675,6085.53
3676,1653.94
3677,3053.47
3678,2581.96
3679,1009.27
3680,4007.63
3681,1907.11
3682,3506.71
3683,6246.3
3684,3165.98
3685,12581.7
3686,5323.38
3687,4731.23
3688,9525.64
3689,2513.63
3690,4440.58
3691,2908.64
3692,1311.17
3693,3701.25
3694,1159.73
3695,2807.49
3696,3988.2
3697,2304.84
3698,8591.71
3699,4397.98
3700,5457.47
3701,12893.6
3702,3356.24
3703,7194.71
3704,3725.23
3705,2198.92
3706,4240.46
3707,1032.95
3708,2646.59
3709,2844.73
3710,1508.5
3711,5598.12
3712,3073.09
3713,4925.06
3714,10267.3
3715,3719.68
3716,12126.6
3717,4700.49
3718,3472.26
3719,5778.54
3720,1534.8
3721,3174.07
3722,2442.07
3723,1125.86
3724,4161.42
3725,1911.1
3726,3875.72
3727,6248.73
3728,3320.96
3729,14060.2
3730,5081.57
3731,4955.92
3732,8744.26
3733,2412.21
3734,4531.41
3735,2697.8
3736,1384.12
3737,3720.97
3738,1125.02
3739,3082.13
3740,3980.54
3741,2489.54
3742,9466.66
3743,4336.42
3744,5914.81
3745,11789.2
3746,3315.31
3747,7328.97
3748,3452.37
3749,2254.8
3750,4131.29
3751,952.91
3752,2836.04
3753,2778.39
3754,1684.39
3755,5964.13
3756,3088.97
3757,5442.55
3758,9894.07
3759,3794.21
3760,12715.3
3761,4389.97
3762,3563.87
3763,5471.74
3764,1431.49
3765,3294.75
